,0
2421,0.20116360648962228
2429,-0.10448448991447634
2431,-0.04999275623634958
2433,0.1408396223132442
2447,-0.025525107221227472
2457,-0.10376725501348005
2460,-0.03754041528743812
2478,-0.009236282840817012
2482,-0.04763048918812274
2488,-0.015026608801086638
2500,-0.07676644675503042
2502,-0.041125109575894214
2516,0.02747867623950384
2518,-0.019633075947893985
2533,-0.027890299755043202
2542,-0.09064364816790516
2545,-0.0017832480904971248
2547,-0.08475835263295295
2548,0.07870981824432732
2550,0.23819392072884682
2553,0.14818360348769488
2594,-0.10745171704643042
2596,0.15292491973904987
2597,-0.06503521982749305
2598,0.1466722870228807
2616,0.024589407011482933
2659,-0.04442805075795775
2673,-0.05348367061566961
2675,-0.06054149680054621
2684,-0.10320483738467345
2687,-0.03880450696398441
2689,-0.10248367341009867
2698,-0.10531281036036688
2708,-0.10092632640328247
2711,0.011638806000085822
2714,-0.08498945332799934
2729,-0.06269401651145756
2733,0.1380206452558781
2768,-0.06538026657230489
2772,-0.036119936208976355
2775,-0.03425626453594788
2776,-0.08790742712218957
2777,0.10854735278672933
2783,0.04560523901268709
2794,-0.10807451152601288
2807,-0.06965869152870141
2816,0.019105547999508588
2832,-0.08215729226461832
2845,-0.10602162362696532
2849,0.1103265878100288
2859,0.05449554124379574
2860,-0.11604901920635768
2870,-0.04130071982562811
2872,-0.02336965355086562
2882,-0.10374848267900916
2891,0.01239685801108692
2903,-0.07445259832330464
2908,-0.08017429822720601
2914,0.0199775742988777
2915,0.012093736916263254
2918,-0.07358188435675572
2954,-0.05340869822820338
2969,-0.025682537742618194
2971,-0.07798412598248206
2974,0.20865408042756428
2987,-0.0647810278674541
2991,-0.00042030320822306066
2995,-0.0038326044842378337
3002,-0.030937254647575685
3007,-0.09208886200374167
3026,-0.09767173804890206
3047,0.0010089858811852537
3052,0.037438460079584956
3053,0.027711544049481063
3056,-0.08597004378256656
3057,-0.05332154261247979
3060,-0.043729957706219125
3065,0.1980575768835422
3066,0.1540525027994093
3081,-0.04341027001176201
3087,0.04908692353221511
3101,-0.1059451485835794
3103,0.00871355076520075
3109,-0.046047856125213116
3110,0.1351786095771459
3114,-0.011779939636788583
3146,-0.08593454646796772
3175,0.012147809720929104
3190,0.10053954693810851
3208,0.1560803531350885
3209,0.13205787249158618
3222,-0.06844919119648551
3229,-0.10108964573901602
3237,-0.044970731909977246
3280,0.08908570264326698
3284,0.14758291526192124
3300,-0.002386508565614065
3311,-0.0851657947465938
3319,-0.03018694905939867
3336,0.18732484253025916
3356,-0.01307234828887971
3359,-0.016168266160242695
3376,-0.03836187234354327
3403,-0.047361005586552096
3406,-0.01564021842875718
3416,0.0017096038101058753
3420,0.15068318039012496
3421,-0.11418198775210442
3428,-0.05785606421629552
3438,0.00764777120220117
3447,-0.053012075052059515
3451,0.05257831758103748
3453,0.05233170941440335
3454,-0.003552704722928013
3471,-0.05809501384126747
3479,-0.04038463071862708
3489,-0.0522692091397019
3490,-0.009616167393865283
3508,-0.08464829057420076
3524,-0.07025812008447474
3526,0.10194094876668913
3533,-0.00012321962879724424
3536,-0.030418773414083944
3552,-0.021977065876747304
3567,0.0013299314826937803
3579,0.021017285340079184
3605,-0.0479108941240014
3607,-0.09767715480995065
3623,0.17362453508101794
3637,0.12701837083433531
3645,-0.051612730336096035
3658,-0.05175674602786273
